time,NL11,NL12,NL13,NL21,NL22,NL23,NL31,NL32,NL33,NL34,NL41,NL42
2030-01-01 00:00:00,0.7008821926750058,0.7972386945203647,0.613111072199903,1.3991944058334942,2.444169480260708,0.5613364439080766,1.5860329902345425,3.362047152250055,4.334778542048671,0.3962962520661503,2.952303994482913,1.2282918677703305
2030-01-01 01:00:00,0.6988807164818167,0.7949620576132667,0.611360239852308,1.3951987924163085,2.4371897808504683,0.5597334619225257,1.581503830691408,3.3524463128994,4.322399919584965,0.3951645675658876,2.943873239326384,1.2247842926638102
2030-01-01 02:00:00,0.6762424465564736,0.7692115035970529,0.5915569489544411,1.350005262079354,2.3582438909195984,0.5416024749051173,1.5302754740307938,3.243853268690528,4.182387963614234,0.3823643257871164,2.848514767635602,1.1851108594673383
2030-01-01 03:00:00,0.6724504432604849,0.7648981799188284,0.5882398163023531,1.3424351599222433,2.3450201297483666,0.5385654600291451,1.521694513650616,3.2256634872752743,4.158935385291343,0.380220232657446,2.832541831534725,1.1784653962786606
2030-01-01 04:00:00,0.5897523504619043,0.6708308455920229,0.5158979635993907,1.1773422098855926,2.0566290754363568,0.4723325698020986,1.3345562116951473,2.828970733063868,3.647468662526624,0.3334606708200793,2.4841952588053786,1.0335374812507023
2030-01-01 05:00:00,0.5392041463588338,0.6133333307876094,0.4716798853840924,1.0764311507302609,1.8803535486189669,0.4318485206513245,1.2201701991206293,2.586497108491577,3.334840844649263,0.3048794569669112,2.271272650060158,0.944952054656784
2030-01-01 06:00:00,0.7196588763633417,0.818596775732241,0.629536361340973,1.4366789232765091,2.509648954116909,0.5763746870823965,1.6285229266149184,3.4521166340871283,4.450907566860084,0.4069130567869539,3.031396428041032,1.2611978940884696
2030-01-01 07:00:00,0.7101233435488267,0.8077503085055795,0.6211949584504367,1.4176428223309427,2.4763959216860085,0.5687376802689695,1.6069448785758271,3.4063758358769896,4.391932715646354,0.4015214289851068,2.991230203371561,1.244486929630628
2030-01-01 08:00:00,0.719197363101712,0.818071814142332,0.6291326431503419,1.4357575890199974,2.5080395301072818,0.5760050611797738,1.627478563858915,3.449902810761034,4.448053224426659,0.4066521056916425,3.0294524102587905,1.2603890948465248
2030-01-01 09:00:00,0.6963634186238675,0.7920986844544612,0.6091581819246507,1.3901734270732162,2.4284112690528685,0.5577173584423594,1.5758074133894984,3.3403711393778948,4.30683107099297,0.3937412246462565,2.9332697048108862,1.220372743162354
2030-01-01 10:00:00,0.6270501007198567,0.7132562489407773,0.5485249355645649,1.251800947825451,2.186696615767124,0.5022043324383605,1.4189576460430038,3.0078835323197444,3.878145785122361,0.3545497479748467,2.641303397979972,1.0989015664090402
2030-01-01 11:00:00,0.7436010839965829,0.8458305313575768,0.650480298490844,1.4844755477789502,2.593142034407461,0.5955499976161943,1.6827019763357232,3.566964509854522,4.598984046734314,0.4204505774293746,3.132247435487205,1.3031564703509642
2030-01-01 12:00:00,0.744650196312324,0.8470238744639476,0.6513980310049307,1.4865699255483062,2.59680057835436,0.5963902315138921,1.685076022588598,3.571996974811388,4.605472540238647,0.4210437716681066,3.1366665782658254,1.3049950334351317
2030-01-01 13:00:00,0.7473501851601932,0.8500950547661315,0.6537599016227686,1.4919600029839064,2.606216184012452,0.5985526521807234,1.6911858530718669,3.584948494926974,4.622171286253074,0.4225704126246234,3.1480396562865423,1.3097267478082006
2030-01-01 14:00:00,0.721996646030091,0.8212559393644276,0.6315813733014947,1.4413458905272516,2.517801401605323,0.5782470064609225,1.6338130878628203,3.4633306325776787,4.465366079137305,0.4082348899948868,3.0412437416087847,1.2652948215042297
2030-01-01 15:00:00,0.6667919043733215,0.7584617114189264,0.5832898933617339,1.331138830754723,2.325287244257172,0.5340335370757128,1.5088897521010132,3.1985201602649607,4.123938757892654,0.3770207538055226,2.8087065463268788,1.168548840584703
2030-01-01 16:00:00,0.7443068187173016,0.8466332897002824,0.6510976544114692,1.4858844294477274,2.595603125991138,0.5961152204490913,1.6842989901578918,3.570349833997202,4.603348836931188,0.4208496174216826,3.135220179632795,1.3043932662452264
2030-01-01 17:00:00,0.7280488941409988,0.8281402437928764,0.6368757014600347,1.4534281944978775,2.538907259728481,0.5830942510731162,1.647508777765211,3.49236253514083,4.502797698197547,0.4116569818499718,3.0667374357847472,1.2759013502676213
2030-01-01 18:00:00,0.7162134630937592,0.8146776908905481,0.6265224154225824,1.4298007303034714,2.49763384794299,0.573615256107043,1.6207262681070265,3.435589403131076,4.429598559917741,0.4049649342924398,3.016883422196768,1.255159827856562
2030-01-01 19:00:00,0.6724743959840814,0.76492542563614,0.5882607694385577,1.3424829775401128,2.345103659500721,0.5385846437619124,1.5217487164970105,3.2257783855948468,4.159083526809782,0.3802337761240761,2.832642726838233,1.1785073732840867
2030-01-01 20:00:00,0.5995171317588406,0.6819380781266865,0.5244399063015047,1.1968359671926725,2.090681560542736,0.4801531816910125,1.3566530283088734,2.875811208531521,3.707861357441879,0.3389819214249092,2.5253271396399715,1.0506502023084394
2030-01-01 21:00:00,0.6359203682609119,0.723345990966448,0.5562843840134403,1.2695089576042728,2.2176296847367443,0.5093085283931834,1.4390302589576307,3.0504331334335646,3.933006139403079,0.3595652182180381,2.67866734668245,1.1144466574378793
2030-01-01 22:00:00,0.6356273890419877,0.7230127332913951,0.5560280944330738,1.268924073456225,2.216607985408769,0.5090738813803063,1.4383672734922794,3.049027747537122,3.9311941372652983,0.3593995604689807,2.6774332395423768,1.1139332131018818
2030-01-01 23:00:00,0.6305185753788513,0.717201565625968,0.5515590549063021,1.2587251790163136,2.198792143365303,0.5049822332770655,1.4268064903886737,3.024521385973036,3.899597420907351,0.3565109099534381,2.65591354458882,1.104980047588524
2030-01-02 00:00:00,0.6162583388254526,0.7009808476619509,0.5390846205228156,1.2302569950334603,2.1490627661184805,0.4935612119416231,1.3945368652525043,2.9561167550723937,3.811401475765293,0.3484478169561402,2.595845599106872,1.0799890679715791
2030-01-02 01:00:00,0.6295704977097986,0.716123147296784,0.5507297045214918,1.2568325000686986,2.1954859350925955,0.5042229180128789,1.4246610764002212,3.01997357200278,3.8937338010594567,0.3559748432209118,2.6519199868715924,1.1033185471208526
2030-01-02 02:00:00,0.5928053435878268,0.6743035608065449,0.5185686319491016,1.183437001488922,2.067275704356041,0.4747777115427388,1.3414648589218536,2.8436155720284177,3.666350650440685,0.335186909189425,2.4970552856329813,1.0388878335183451
